lat,lon,temp_c,wind_ms,solar_wm2,precip_mm,elevation_m,water_dist_m,road_dist_m,building_dist_m,s_temperature,s_wind,s_solar,s_precipitation,s_water,s_road,s_land_cover,s_building,s_elevation,suitability,ml_suitability
-4.6200,33.9600,,,,,,220467.4701,336608.3314,353612.9359,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,34.0600,,,,,,226022.0133,332068.0597,348115.8519,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,34.1600,,,,,,231978.6580,327845.2544,342596.6624,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,34.2600,,,,,,238307.0376,323952.1450,337097.9426,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,34.3600,,,,,,244959.4717,320400.5671,331702.7499,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,34.4600,,,,,,251910.3363,317201.8133,326124.6152,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,34.5600,,,,,,259152.8607,314366.4776,320709.1800,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,34.6600,,,,,,265050.7734,311904.2980,315173.7840,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,34.7600,,,,,,259354.7973,308879.3676,309804.6139,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,34.8600,,,,,,254020.4462,303773.9351,304526.2586,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,34.9600,,,,,,249070.7477,298997.1810,298826.0203,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,35.0600,,,,,,244528.8555,291846.1984,293273.5731,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,35.1600,,,,,,240417.6803,283412.4962,287907.9295,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,35.2600,,,,,,236759.4610,275171.5466,282322.7084,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,35.3600,,,,,,233551.6046,267141.0013,276874.5865,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,35.4600,,,,,,230827.8840,259340.2198,269177.7889,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,35.5600,,,,,,228614.2813,251790.3715,259463.8082,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,35.6600,,,,,,226925.5439,244514.5158,249868.2005,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,35.7600,,,,,,225614.3701,235934.1054,240404.9500,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,35.8600,,,,,,224576.8599,226514.2765,231090.1257,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,35.9600,,,,,,217837.4287,217255.8612,221942.2237,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,36.0600,,,,,,208680.3008,208180.1984,212982.5601,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,36.1600,,,,,,199722.8156,199312.0554,204235.7153,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,36.2600,,,,,,190992.8644,190680.1879,195730.0276,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,36.3600,,,,,,182522.8974,182317.9576,187498.1236,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,36.4600,,,,,,174350.6068,174263.9835,179577.4624,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,36.5600,,,,,,166519.6233,165829.0142,172010.8493,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,36.6600,,,,,,159080.1567,156959.5440,164820.2983,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,36.7600,,,,,,152089.4692,148392.3556,156072.7641,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,36.8600,,,,,,145122.0668,140182.6686,147643.4883,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,36.9600,,,,,,137577.5029,132396.7898,139589.9329,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,37.0600,,,,,,130543.2183,125113.6512,131973.4411,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,37.1600,,,,,,124046.9807,118425.8304,124844.4221,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,37.2600,,,,,,118230.5631,111631.6044,118315.9124,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,37.3600,,,,,,113207.5193,102706.1820,112485.4935,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,37.4600,,,,,,109087.3088,94244.5803,106745.6704,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,37.5600,,,,,,103163.1725,86382.9700,100223.9920,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,37.6600,,,,,,92175.2130,79299.7586,93408.7856,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,37.7600,,,,,,81217.0283,73220.9578,86882.0558,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,37.8600,,,,,,70302.2954,68414.5927,80516.8551,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,37.9600,,,,,,59454.6825,64078.8496,74633.2221,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,38.0600,,,,,,48718.7488,56239.0841,70025.9177,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,38.1600,,,,,,38188.4613,49657.2128,64502.4790,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,38.2600,,,,,,28095.6003,44889.7476,57442.1157,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,38.3600,,,,,,19144.4305,42550.7626,49823.0989,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4187
-4.6200,38.4600,,,,,,13632.1995,35662.9965,43118.4793,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4184
-4.6200,38.5600,,,,,,8967.2450,26588.8896,38500.0870,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4187
-4.6200,38.6600,,,,,,8232.4729,18976.5075,32070.4812,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4189
-4.6200,38.7600,,,,,,11449.4964,15309.5561,23926.0560,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,38.8600,,,,,,11126.3435,18834.9645,17836.8985,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4188
-4.6200,38.9600,,,,,,5842.7323,13210.5713,12868.3306,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.3000,1.0000,0.5000,0.3840,0.4107
-4.6200,39.0600,,,,,,5360.6539,4018.3456,4164.8539,0.5000,0.5000,0.5000,0.5000,0.0000,0.6646,0.3000,1.0000,0.5000,0.4106,0.4206
-4.6200,39.1600,,,,,52.0000,1941.8989,472.3324,654.3184,0.5000,0.5000,0.5000,0.5000,0.4232,1.0000,0.4000,0.7572,0.1040,0.3432,0.4029
-4.6200,39.2600,,,,,2.0000,38.1060,4386.0533,4180.2245,0.5000,0.5000,0.5000,0.5000,1.0000,0.6238,1.0000,1.0000,0.0040,0.6054,0.6046
-4.6200,39.3600,,,,,20.0000,3738.0142,1656.1399,1265.9579,0.5000,0.5000,0.5000,0.5000,0.0000,0.9271,0.3000,1.0000,0.0400,0.3751,0.4259
-4.6200,39.4600,,,,,,3961.0032,4691.9304,5001.4359,0.5000,0.5000,0.5000,0.5000,0.0000,0.5898,0.3000,1.0000,0.5000,0.4076,0.4203
-4.6200,39.5600,,,,,,12728.9822,12843.9143,13472.4632,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.3000,1.0000,0.5000,0.3840,0.4109
-4.6200,39.6600,,,,,,23514.4627,23405.4747,23705.7489,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,1.0000,1.0000,0.5000,0.5100,0.5065
-4.6200,39.7600,,,,,,31653.3031,31467.2457,31515.0267,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,1.0000,1.0000,0.5000,0.5100,0.5065
-4.6200,39.8600,,,,,,40942.2702,40794.4495,40777.9198,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,1.0000,1.0000,0.5000,0.5100,0.5063
-4.6200,39.9600,,,,,,50958.5291,50792.9709,50775.6471,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,1.0000,1.0000,0.5000,0.5100,0.5062
-4.6200,40.0600,,,,,,61347.2191,61170.8444,61152.9526,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,40.1600,,,,,,71947.3736,71758.5188,71745.6247,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,40.2600,,,,,,82677.8735,82419.9325,82470.8963,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,40.3600,,,,,,92999.2624,92923.9259,92909.4434,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,40.4600,,,,,,103314.3300,103138.8230,103143.0568,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,40.5600,,,,,,113777.2098,113437.3760,113390.9030,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,40.6600,,,,,,123258.4020,122619.7653,122569.3806,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,40.7600,,,,,,132383.6682,132097.5067,132043.8757,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,40.8600,,,,,,141791.6611,141811.5560,141755.2076,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,40.9600,,,,,,151429.8549,151375.5730,151658.0471,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,41.0600,,,,,,161257.1383,161114.9339,161368.6983,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,41.1600,,,,,,171241.1191,171021.2780,171205.4395,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,41.2600,,,,,,181356.0788,181067.3590,181189.4286,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,41.3600,,,,,,191581.4309,191213.0098,191297.7702,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,41.4600,,,,,,201900.5613,201296.6550,201511.9093,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,41.5600,,,,,,212299.9528,211371.0013,211816.5580,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,41.6600,,,,,,222768.5219,221545.0311,222153.0037,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,41.7600,,,,,,233297.1122,231805.7755,232556.3781,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.6200,41.8600,,,,,,243878.1058,242142.3666,242992.1114,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,33.9600,,,,,,210799.6081,326579.4884,343912.2137,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,34.0600,,,,,,216604.4823,321898.7102,338466.4618,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,34.1600,,,,,,222815.2879,317541.6484,332938.3369,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,34.2600,,,,,,229389.0711,313521.6078,327480.5966,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,34.3600,,,,,,236275.8132,309851.5174,321967.3136,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,34.4600,,,,,,243476.9026,306543.7606,316516.0733,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,34.5600,,,,,,250965.0946,303609.9977,311026.0572,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,34.6600,,,,,,255700.5058,301060.9832,305599.1392,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,34.7600,,,,,,249791.8503,298768.4428,300059.2096,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,34.8600,,,,,,244249.2290,293887.6348,294814.2985,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,34.9600,,,,,,239097.8818,288948.0733,289274.4168,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,35.0600,,,,,,234363.3963,284359.8456,283671.0758,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,35.1600,,,,,,230071.2970,276212.3631,278197.4033,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,35.2600,,,,,,226246.5538,267749.5692,272707.9772,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,35.3600,,,,,,222898.7502,259489.1404,267230.9774,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,35.4600,,,,,,220044.0172,251450.8282,261751.7145,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,35.5600,,,,,,217721.6648,243656.4239,254167.8963,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,35.6600,,,,,,215948.6790,236129.8895,244363.6041,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,35.7600,,,,,,214624.0361,228897.4586,234677.6966,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,35.8600,,,,,,213534.0833,220721.4110,225125.2578,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,35.9600,,,,,,211898.4347,211208.4425,215723.8203,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,36.0600,,,,,,202481.8454,201860.3272,206493.8099,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,36.1600,,,,,,193236.5110,192700.8521,197459.0664,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,36.2600,,,,,,184198.7064,183758.0200,188647.4442,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,36.3600,,,,,,175400.3049,175064.8249,180091.4935,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,36.4600,,,,,,166878.9660,166660.1245,171829.2058,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,36.5600,,,,,,158679.1199,158589.5808,163904.7911,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,36.6600,,,,,,150852.9877,150373.3389,156369.4198,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,36.7600,,,,,,143461.5293,141406.9023,149180.7631,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,36.8600,,,,,,136575.1229,132765.2355,140486.4081,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,36.9600,,,,,,129453.1087,124515.7485,131996.1778,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,37.0600,,,,,,121950.5630,116741.3808,123920.8725,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,37.1600,,,,,,115024.0215,109543.1069,116334.0084,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,37.2600,,,,,,108725.6197,103041.5006,109313.0265,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,37.3600,,,,,,103240.9155,96251.2485,102985.9989,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,37.4600,,,,,,98705.4338,87164.2991,97503.8950,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,37.5600,,,,,,95254.6576,78596.7750,91204.2799,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,37.6600,,,,,,91212.6165,70737.3942,84940.3803,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,37.7600,,,,,,80121.2874,63847.9274,77857.3919,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,37.8600,,,,,,69031.9120,58273.1316,71633.9138,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,37.9600,,,,,,57945.3375,54418.2888,65129.4442,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,38.0600,,,,,,46863.2447,48455.3533,59793.8416,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,38.1600,,,,,,35789.4362,40630.6652,56170.5057,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,38.2600,,,,,,24734.5804,34641.8642,48867.9562,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4187
-4.5200,38.3600,,,,,,13743.7642,31551.9493,41929.8428,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4184
-4.5200,38.4600,,,,,,3484.4942,31526.8740,34186.8284,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4205
-4.5200,38.5600,,,,,,942.8952,20969.2153,28138.0658,0.5000,0.5000,0.5000,0.5000,0.8228,0.0000,0.4000,1.0000,0.5000,0.5007,0.5129
-4.5200,38.6600,,,,,,607.5599,10995.8503,25709.1090,0.5000,0.5000,0.5000,0.5000,0.9570,0.0000,0.4000,1.0000,0.5000,0.5168,0.5254
-4.5200,38.7600,,,,,,633.7916,4256.9821,16482.1638,0.5000,0.5000,0.5000,0.5000,0.9465,0.6381,0.4000,1.0000,0.5000,0.5411,0.5302
-4.5200,38.8600,,,,,,604.2097,11769.1636,8281.8123,0.5000,0.5000,0.5000,0.5000,0.9583,0.0000,0.4000,1.0000,0.5000,0.5170,0.5252
-4.5200,38.9600,,,,,,2418.0606,9076.0306,2198.6905,0.5000,0.5000,0.5000,0.5000,0.2328,0.1027,0.3000,1.0000,0.5000,0.4160,0.4340
-4.5200,39.0600,,,,,124.0000,4078.5937,843.9592,862.0341,0.5000,0.5000,0.5000,0.5000,0.0000,1.0000,1.0000,1.0000,0.2480,0.5248,0.5356
-4.5200,39.1600,,,,,48.0000,4400.8017,793.9933,1015.1998,0.5000,0.5000,0.5000,0.5000,0.0000,1.0000,1.0000,1.0000,0.0960,0.5096,0.5270
-4.5200,39.2600,,,,,33.0000,5607.4780,1753.8999,571.7661,0.5000,0.5000,0.5000,0.5000,0.0000,0.9162,1.0000,0.6196,0.0660,0.3118,0.4157
-4.5200,39.3600,,,,,26.0000,2861.8500,201.3458,1550.1496,0.5000,0.5000,0.5000,0.5000,0.0553,1.0000,0.1000,1.0000,0.0520,0.3498,0.4235
-4.5200,39.4600,,,,,8.0000,284.4029,69.6913,391.1208,0.5000,0.5000,0.5000,0.5000,1.0000,1.0000,0.3000,0.3185,0.0160,0.1579,0.1795
-4.5200,39.5600,,,,,,8925.3945,8457.0366,8600.6735,0.5000,0.5000,0.5000,0.5000,0.0000,0.1714,1.0000,1.0000,0.5000,0.5169,0.5098
-4.5200,39.6600,,,,,,16197.6639,16060.8417,16044.8410,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,1.0000,1.0000,0.5000,0.5100,0.5067
-4.5200,39.7600,,,,,,26278.7197,26103.5060,26085.6860,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,1.0000,1.0000,0.5000,0.5100,0.5064
-4.5200,39.8600,,,,,,36945.5674,36705.6556,36737.9031,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,1.0000,1.0000,0.5000,0.5100,0.5066
-4.5200,39.9600,,,,,,47703.9251,47448.3748,47577.6589,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,1.0000,1.0000,0.5000,0.5100,0.5062
-4.5200,40.0600,,,,,,58098.1580,57999.2188,58050.4652,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,40.1600,,,,,,68275.2558,68161.8647,68166.0333,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,40.2600,,,,,,78701.7616,78452.3457,78456.9594,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,40.3600,,,,,,89288.8166,88936.8178,88941.9963,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,40.4600,,,,,,98901.2946,98005.5488,97957.1720,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,40.5600,,,,,,107802.1958,107360.7370,107308.1315,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,40.6600,,,,,,117080.0575,117021.9262,116965.9171,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,40.7600,,,,,,126652.2326,126621.9319,126860.6420,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,40.8600,,,,,,136456.9657,136320.9658,136586.3891,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,40.9600,,,,,,146447.7210,146220.4467,146403.6503,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,41.0600,,,,,,156589.0614,156279.9113,156393.7153,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,41.1600,,,,,,166853.6953,166452.1131,166525.6504,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,41.2600,,,,,,177220.3633,176493.6168,176775.2263,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
-4.5200,41.3600,,,,,,187672.3194,186584.1714,187097.2965,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.4000,1.0000,0.5000,0.4020,0.4186
